5322 2348 1
4349 1437 0
5089 1422 0
7520 2951 0
4738 4719 0
9454 1519 0
8943 1102 1
9528 6392 1
5535 1023 0
9220 848 0
4743 5737 0
7374 3234 0
9914 3436 0
200 4903 0
9941 165 0
2259 3316 0
3597 688 0
660 4009 1
392 1402 0
1071 3866 0
586 4011 1
3222 6151 0
4024 5523 1
7919 2457 1
4981 892 0
8347 976 0
5689 2073 1
984 1338 0
1720 3556 0
5287 673 0
292 5483 1
6139 2214 0
4613 5022 0
8531 5175 0
9014 4855 1
9328 5331 1
4835 6782 1
9322 2359 1
8701 2821 1
9395 526 0
251 3193 0
4032 5662 0
7497 1997 0
8256 3954 1
4874 492 0
6508 802 0
4237 2919 1
8051 2883 1
1475 5687 1
633 3738 0
2527 5884 0
8276 2995 1
4383 466 1
7001 6445 1
8185 345 0
767 3002 0
3741 5917 0
3908 1521 0
4995 4105 0
5174 4636 0
5528 2512 0
4034 5837 0
6632 2345 1
6185 4382 0
4776 4199 0
5232 6823 0
6234 5898 1
9602 1292 0
8500 2729 0
7133 3018 0
8195 4386 1
3503 3709 0
276 1683 0
5466 1145 1
2879 4880 1
6690 5019 0
6968 1641 1
6655 1950 0
593 2464 0
1232 6336 1
7080 4140 1
2328 2837 1
9873 1398 0
7887 970 1
3334 5546 0
4057 6739 0
225 2792 0
8808 2896 1
8255 2283 0
792 1206 0
4832 273 0
483 4745 0
8393 6333 1
6880 3987 0
3939 2784 1
172 405 0
9537 240 1
1910 1962 0
5229 1012 0
2611 3116 0
8515 1894 1
4598 2356 1
397 966 0
4635 945 0
5166 5345 1
4225 5342 0
6412 3228 0
6233 5022 0
6006 1026 0
7828 90 0
9280 1791 1
4991 554 0
373 226 0
3888 2521 0
6774 1077 0
7914 3407 0
681 3573 0
3125 1129 0
1578 5456 0
4464 2281 0
9686 6264 1
8522 3979 1
5601 3650 1
8758 1444 0
2177 6218 0
9089 2457 1
8572 2340 0
3236 4585 1
3602 3899 1
5874 1623 0
616 4011 1
3552 2956 0
7093 4389 1
152 6366 0
3572 656 0
9236 4407 1
3211 1647 1
423 1936 0
3248 3050 1
8811 4534 0
9995 6231 1
414 2876 0
435 356 0
7476 1040 0
981 5710 0
4100 2381 1
9552 1066 1
8091 2058 0
4271 2382 1
2181 5415 1
5890 4445 0
8133 5147 0
1058 362 0
9011 3603 0
3142 6554 0
7424 3961 0
7816 2791 1
9369 3871 0
8844 831 0
943 6574 1
813 767 0
8113 4871 0
7145 3087 0
1900 4732 0
301 6709 1
3833 4798 0
2813 34 0
1067 6231 1
3844 1791 1
1296 1465 0
5944 2913 0
6094 2865 0
7380 5194 0
5122 3019 0
9949 3052 1
2738 1219 0
6661 1192 1
1066 335 0
3542 4384 1
8735 1217 0
3754 1654 0
443 585 0
8090 297 0
9117 6253 0
3664 5488 0
9258 5597 1
4029 318 0
6278 3035 1
7477 817 0
4332 5471 0
8812 6445 1
9211 2896 1
4768 3094 1
1295 3975 0
9531 2073 1
7454 154 0
5090 5062 1
6673 4942 1
2439 6494 0
9871 2819 1
2267 4542 1
5888 3035 1
8726 3388 0
5243 6115 0
5563 3693 0
9676 466 1
6666 5471 1
5087 2381 1
7424 5423 0
4879 2868 1
9467 5764 0
9844 5818 0
4005 141 0
5270 1361 1
8066 6167 0
1708 4027 0
8824 5684 0
5253 1656 1
7314 867 0
9111 614 1
8364 4950 1
5525 4643 0
1304 1116 0
7406 3311 0
6595 5652 0
214 4756 0
9318 2322 1
5237 2345 1
6598 5034 0
9849 3576 0
702 1035 0
5883 4637 0
9176 1382 0
2509 2621 0
6074 1940 0
8701 6275 0
6721 4417 0
7160 1242 0
580 3536 0
8163 1744 1
3935 1959 0
5605 3948 0
2098 4459 1
7065 6346 1
6342 2283 1
7539 6436 0
4653 1482 0
1316 2562 0
3758 3018 0
7371 5589 1
7992 805 0
934 6402 1
7032 4261 0
1062 467 0
