199980 336476 1
199980 199198 1
199971 156560 1
199971 160894 1
199946 299697 1
199946 272143 1
199946 175040 1
199905 338350 1
199905 62675 1
199901 233917 1
199901 156624 1
199901 156560 1
199841 336476 1
199841 36605 1
199840 107039 1
199840 263693 1
199817 156624 1
199817 348111 1
199817 208322 1
199817 199197 1
199817 206934 1
199806 182513 1
199806 283013 1
199806 285343 1
199806 284547 1
199793 336476 1
199793 59829 1
199793 36605 1
199793 175040 1
199793 199198 1
199786 166430 1
199786 64329 1
199750 36605 1
199750 35908 1
199750 145472 1
199743 156624 1
199743 348111 1
199712 156624 1
199712 158229 1
199701 70594 1
199701 156447 1
199699 182513 1
199699 336476 1
199698 348111 1
199698 272143 1
199698 288778 1
199678 284474 1
199678 272143 1
199654 96077 1
199654 348111 1
199641 58434 1
199641 58337 1
199583 59829 1
199583 348111 1
199583 199198 1
199579 34419 1
199579 342629 1
199579 63307 1
199549 336476 1
199549 272143 1
199549 198659 1
199519 284547 1
199519 313431 1
199496 156624 1
199496 84862 1
199485 272143 1
199485 175040 1
199455 199198 1
199455 272143 1
199455 156624 1
199455 157332 1
199443 156624 1
199443 162765 1
199422 279061 1
199422 284547 1
199410 308166 1
199410 348111 1
199410 64329 1
199410 175040 1
199410 272143 1
199410 199198 1
199380 70263 1
199380 61504 1
199365 156624 1
199365 160974 1
199352 331424 1
199352 332220 1
199352 332041 1
199343 64329 1
199343 199198 1
199343 175040 1
199334 272143 1
199334 175040 1
199334 199198 1
199324 84741 1
199324 156624 1
199324 5408 1
199324 83739 1
199324 44852 1
199324 272143 1
199324 199198 1
199324 285343 1
199317 285343 1
199317 160417 1
199317 156447 1
199311 64329 1
199311 272143 1
199311 199198 1
199311 175040 1
199303 156624 1
199303 199198 1
199266 156624 1
199266 156560 1
199255 156560 1
199255 336476 1
199236 162655 1
199236 156447 1
199229 156624 1
199229 158536 1
199229 341092 1
199229 207825 1
199229 342917 1
199229 341755 1
199225 156560 1
199225 160417 1
199225 156447 1
199220 348111 1
199220 348134 1
199200 284474 1
199200 348111 1
199199 160417 1
199199 336476 1
199188 208077 1
199188 50823 1
199185 157332 1
199185 162655 1
199167 175040 1
199167 199198 1
199162 285343 1
199162 300473 1
199162 297906 1
199152 199198 1
199152 198659 1
199152 272143 1
199143 64329 1
199143 285343 1
199134 175040 1
199134 272143 1
199131 336476 1
199131 175040 1
199118 50823 1
199118 161160 1
199112 336476 1
199112 182513 1
199111 348111 1
199111 166430 1
199111 182513 1
199111 235230 1
199063 199198 1
199063 285343 1
199063 272143 1
199048 64329 1
199048 272143 1
199045 338350 1
199045 285343 1
199014 348111 1
199014 199197 1
199014 272143 1
199014 70646 1
199014 308156 1
199014 308512 1
198995 162655 1
198995 160417 1
198970 286161 1
198970 234359 1
198919 156624 1
198919 199198 1
198910 236593 1
198910 272143 1
198910 235715 1
198910 198659 1
198910 13811 1
198903 336476 1
198903 284474 1
198839 234493 1
198839 272143 1
198839 225055 1
198803 357587 1
198803 336476 1
198803 348111 1
198791 156560 1
198791 158536 1
198746 233917 1
198746 336476 1
198722 283123 1
198722 286336 1
198670 64329 1
198670 199198 1
198670 182394 1
198609 285343 1
198609 337746 1
198609 338350 1
198603 157332 1
198603 160417 1
198603 162655 1
198603 50823 1
198566 157332 1
198566 50823 1
198566 70036 1
198556 162655 1
198556 156560 1
198556 156447 1
198556 285343 1
198510 156560 1
198510 285343 1
198510 348111 1
198507 284474 1
198507 336476 1
198507 341838 1
198496 156624 1
198496 156447 1
198482 71500 1
198482 348111 1
198482 300074 1
198482 224171 1
198482 330745 1
198482 284474 1
